Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
58435,1217217,6,11607,7215,0,1934.5,3123.682298,20,6,13.0,9.899494937,9557.046936,6.572369594,173888.1429,459653.8473,1216285,4,1217217,243443.4,543835.0651,1216285,4,90,90.0,0.0,90,90,144,40,4.929277195,1.643092398,0,7215,1292.555556,2650.585648,7025604.278,0,1,0,1454.125,11607,8192,256,4,20,0.0,0,0,0.0,0,0,Normal Traffic
41648,206,2,31,31,0,15.5,21.9203102168,6,6,6.0,0.0,179611.650485437,14563.1067961165,103.0,32.5269119346,126,80,206,206.0,0.0,206,206,0,0.0,0.0,0,0,64,20,9708.7378640777,4854.3689320388,0,31,17.0,16.3503312912,267.3333333333,0,0,1,22.6666666667,31,61,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
22,1406033,37,2634,408,0,71.18918919,103.5271939,976,0,153.5217391,306.2118177,6895.997462,59.03133141,17146.7439,106136.1487,954777,0,1406033,39056.47222,168092.4847,996784,1,451156,10025.68889,21961.91872,95821,0,764,944,26.31517183,32.71615958,0,976,115.4285714,239.4216569,57322.72978,0,1,0,116.8192771,2634,8192,245,35,20,0.0,0,0,0.0,0,0,Normal Traffic
443,3851297,1,6,6,6,6.0,0.0,37,37,37.0,0.0,11.16506985,0.519305574,3851297.0,0.0,3851297,3851297,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,0.259652787,0.259652787,6,37,16.33333333,17.89785834,320.3333333,1,0,0,24.5,6,0,62,0,20,0.0,0,0,0.0,0,0,Normal Traffic
9485,57,1,0,0,0,0.0,0.0,6,6,6.0,0.0,105263.1579,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,17543.85965,17543.85965,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
443,279100,26,798,325,0,30.6923076923,82.1548631455,4344,0,1842.325,1126.9819325446,266897.169473307,236.474381942,4293.8461538462,12036.5188401158,51212,1,279100,11164.0,17663.130352045,51290,1,235931,6049.5128205128,16427.7782219338,76184,3,844,1288,93.1565747044,143.3178072376,0,4344,1111.8059701493,1247.2611721203,1555660.43147897,0,1,0,1128.6515151515,798,65535,972,6,32,0.0,0,0,0.0,0,0,Normal Traffic
50636,51,2,4,2,2,2.0,0.0,6,6,6.0,0.0,313725.4902,78431.37255,17.0,27.71281292,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,48,40,39215.68627,39215.68627,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
57502,4,2,37,31,6,18.5,17.6776695297,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,40,0,500000.0,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,0,1,34.0,37,155,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,187,2,76,38,38,38.0,0.0,94,94,94.0,0.0,1411764.706,21390.37433,62.33333333,67.64860186,136,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,40,40,10695.18717,10695.18717,38,94,60.4,30.67246322,940.8,0,0,0,75.5,76,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
45704,3,2,31,31,0,15.5,21.9203102168,0,0,0.0,0.0,10333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,0,666666.666666667,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,0,1,31.0,31,149,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,324123,7,376,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,11983.10518,37.02298202,29465.72727,36606.33073,85116,13,324123,54020.5,36517.58833,92094,3305,165769,41442.25,78194.13335,158637,54,152,112,21.59673951,15.42624251,0,1460,298.7692308,539.9757948,291573.859,0,1,0,323.6666667,376,8192,60,6,20,0.0,0,0,0.0,0,0,Normal Traffic
80,99022640,6,337,319,0,56.16666667,128.7950568,5792,0,1656.428571,2120.732252,120.4976963,0.131283109,8251886.667,28500000.0,98900000,5,98900000,19800000.0,44200000.0,98900000,994,99000000,16500000.0,40400000.0,98900000,45,164,232,0.060592204,0.070690905,0,5792,852.7142857,1666.722321,2777963.297,1,0,0,918.3076923,337,0,235,3,20,16012.0,16012,16012,98900000.0,98900000,98900000,DoS
80,1426684,3,26,20,0,8.666666667,10.26320288,4380,0,1933.5,1998.0254,8149.66734,6.308334572,178335.5,501273.0371,1418909,4,7001,3500.5,4944.797721,6997,4,1426621,285324.2,633700.0516,1418909,160,72,132,2.102778191,4.205556381,0,4380,1162.7,1791.113375,3208087.122,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,23219,2,12,6,6,6.0,0.0,11,0,5.5,7.778174593,990.5680693,172.2727077,7739.666667,8733.718815,17232,44,5987,5987.0,0.0,5987,5987,23175,23175.0,0.0,23175,23175,40,64,86.13635385,86.13635385,0,11,5.8,3.898717738,15.2,1,0,0,7.25,12,0,235,1,20,0.0,0,0,0.0,0,0,DoS
53,187,2,66,33,33,33.0,0.0,126,126,126.0,0.0,1700534.759,21390.37433,62.33333333,102.7683479,181,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,10695.18717,10695.18717,33,126,70.2,50.93819785,2594.7,0,0,0,87.75,66,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,52953438,2,89,48,41,44.5,4.949747468,118,64,91.0,38.18376618,5.117703595,0.07553806,17700000.0,30500000.0,52900000,30757,52900000,52900000.0,0.0,52900000,52900000,52900000,52900000.0,0.0,52900000,52900000,60,60,0.03776903,0.03776903,41,118,63.8,31.45155004,989.2,0,0,0,79.75,89,-1,-1,1,20,30757.0,30757,30757,52900000.0,52900000,52900000,Normal Traffic
139,40838,49,2488,194,0,50.7755102,65.99850545,467,0,124.2307692,137.8974424,140016.6512,1836.524805,551.8648649,3062.959019,24583,1,40838,850.7916667,3811.621981,24774,1,40514,1620.56,5225.204654,24744,2,1592,848,1199.862873,636.6619325,0,467,75.23684211,102.1020233,10424.82316,0,1,0,76.24,2488,65535,269,22,32,0.0,0,0,0.0,0,0,Normal Traffic
50484,104,1,6,6,6,6.0,0.0,6,6,6.0,0.0,115384.615384615,19230.7692307692,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,9615.3846153846,9615.3846153846,6,6,6.0,0.0,0.0,0,0,1,9.0,6,1519,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5213064,7,653,517,0,93.28571429,189.3019759,150,0,40.5,73.05477397,156.3380001,2.110083437,521306.4,1617990.852,5125941,3,5213064,868844.0,2111695.434,5179294,3,70851,23617.0,27542.98466,53895,49,160,92,1.342780369,0.767303068,0,517,67.91666667,148.675032,22104.26515,0,1,0,74.09090909,653,29200,237,6,20,87120.0,87120,87120,5125941.0,5125941,5125941,Normal Traffic
53,183,2,76,38,38,38.0,0.0,120,120,120.0,0.0,1726775.956,21857.9235,61.0,103.058236,180,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,64,64,10928.96175,10928.96175,38,120,70.8,44.91324972,2017.2,0,0,0,88.5,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,257,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,8155369,4,132,37,29,33.0,4.618802154,93,77,85.0,9.237604307,57.87598329,0.980948869,1165052.714,3082281.884,8155011,3,8155203,2718401.0,4708403.451,8155197,3,8155228,2718409.333,4708339.077,8155131,48,120,120,0.490474435,0.490474435,29,93,56.55555556,27.7448694,769.7777778,0,0,0,63.625,132,-1,-1,3,20,189.0,189,189,8155011.0,8155011,8155011,Normal Traffic
80,100008746,6,377,359,0,62.83333333,145.1212137,4344,0,1656.428571,1760.597234,119.7095302,0.129988631,8334062.167,28800000.0,99900000,29,100000000,20000000.0,44700000.0,99900000,1002,100000000,16700000.0,40800000.0,100000000,46,164,232,0.059994753,0.069993878,0,4344,855.5714286,1459.333236,2129653.495,1,0,0,921.3846154,377,0,235,3,20,10012.0,10012,10012,99900000.0,99900000,99900000,DoS
5603,24337,2,38,38,0,19.0,26.87005769,0,0,0.0,0.0,1561.408555,123.2690964,12168.5,17163.6029,24305,32,24337,24337.0,0.0,24337,24337,0,0.0,0.0,0,0,40,32,82.17939763,41.08969881,0,38,19.0,21.93931023,481.3333333,0,0,1,25.33333333,38,351,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,4753157,5,123,46,0,24.6,23.2765976895,46,46,46.0,0.0,35.5553161825,1.2623189177,950631.4,2102780.51070643,4712124,24,4753157,1188289.25,2349263.71421791,4712124,170,0,0.0,0.0,0,0,160,32,1.0519324314,0.2103864863,0,46,30.7142857143,21.6849739506,470.2380952381,0,0,1,35.8333333333,123,320,122,2,32,0.0,0,0,0.0,0,0,Normal Traffic
53,62079,1,63,63,63,63.0,0.0,95,95,95.0,0.0,2545.144091,32.2170138,62079.0,0.0,62079,62079,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,40,16.1085069,16.1085069,63,95,73.66666667,18.47520861,341.3333333,0,0,0,110.5,63,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5517427,13,858,517,0,66.0,149.9005226,2920,0,1210.423077,775.075644,5859.434117,7.068512189,145195.4474,799787.0988,4942709,30,574718,47893.16667,39958.6081,111922,272,5445673,217826.92,985037.7287,4942760,47,272,528,2.35617073,4.712341459,0,2920,808.225,836.7970831,700229.3583,0,1,0,828.9487179,858,8192,5238,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,100265,20,1257,568,0,62.85,164.6387673,4380,0,1757.96,1105.634376,450865.2072,448.8106518,2278.75,6699.383308,23385,5,100265,5277.105263,9752.335452,24025,48,76465,3186.041667,8083.910792,25439,49,412,512,199.4714008,249.339251,0,4380,982.7391304,1181.027339,1394825.575,0,1,0,1004.577778,1257,8192,62,19,20,0.0,0,0,0.0,0,0,Normal Traffic
64982,492,3,43,31,6,14.33333333,14.43375673,6,6,6.0,0.0,99593.49593,8130.081301,164.0,267.6583643,473,4,477,238.5,331.6330804,473,4,0,0.0,0.0,0,0,60,20,6097.560976,2032.520325,6,31,11.0,11.18033989,125.0,0,0,1,13.75,43,1018,0,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53,197,2,64,32,32,32.0,0.0,67,67,67.0,0.0,1005076.14213198,20304.5685279188,65.6666666667,75.0755175362,148,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,40,40,10152.2842639594,10152.2842639594,32,67,46.0,19.1702895127,367.5,0,0,0,57.5,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5174113,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.773079366,1724704.333,2948988.26,5129807,48,5174113,2587056.5,3595992.243,5129807,44306,0,0.0,0.0,0,0,104,40,0.579809525,0.193269842,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,5828374,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.686297756,1942791.333,3345718.53,5806073,35,5828374,2914187.0,4089744.402,5806073,22301,0,0.0,0.0,0,0,104,40,0.514723317,0.171574439,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,42408,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,59898502,13,1006,533,0,77.38461538,156.4829802,1448,0,476.125,626.6640562,80.38598361,0.350593075,2994925.1,13400000.0,59800000,1,59900000,4991541.833,17300000.0,59800000,1,82705,11815.0,14711.99338,32138,3,428,264,0.217033808,0.133559267,0,1448,218.8636364,429.8603644,184779.9329,0,1,0,229.2857143,1006,65535,972,6,32,106111.0,106111,106111,59800000.0,59800000,59800000,Normal Traffic
54597,3,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,4909,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,50851,2,74,37,37,37.0,0.0,99,99,99.0,0.0,5348.960689072,78.661186604,16950.3333333333,29354.5084498673,50846,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,80,64,39.330593302,39.330593302,37,99,61.8,33.9587985653,1153.2,0,0,0,77.25,74,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
57000,4,2,12,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,368,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,435370,2,72,36,36,36.0,0.0,118,118,118.0,0.0,707.4442428,9.187587569,145123.3333,251317.6866,435320,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,64,80,4.593793785,4.593793785,36,118,68.8,44.91324972,2017.2,0,0,0,86.0,72,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,63024076,85,15394,861,0,181.1058824,274.0449226,1941,0,591.7016129,677.5134473,1408.43001,3.316193005,303000.3654,4073099.396,58700000,1,63000000,750286.619,6410067.4,58800000,1,62900000,511677.0894,5298872.903,58800000,1,1712,2492,1.348690935,1.96750207,0,1941,422.6904762,584.6932082,341866.1478,0,1,0,424.7129187,15394,8192,630,84,20,4189515.0,4189515,4189515,58700000.0,58700000,58700000,Normal Traffic
53,30912,1,56,56,56,56.0,0.0,114,114,114.0,0.0,5499.482402,64.69979296,30912.0,0.0,30912,30912,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,32.34989648,32.34989648,56,114,75.33333333,33.48631561,1121.333333,0,0,0,113.0,56,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
65298,1235837,6,11607,10135,0,1934.5,4059.461922,20,6,13.0,9.899494937,9413.053663,6.473345595,176548.1429,466643.9259,1234797,6,1235837,247167.4,552101.8167,1234797,6,42,42.0,0.0,42,42,144,40,4.855009196,1.618336399,0,10135,1292.555556,3350.634907,11200000.0,0,1,0,1454.125,11607,8192,256,4,20,0.0,0,0,0.0,0,0,Normal Traffic
53,49813,2,90,45,45,45.0,0.0,82,82,82.0,0.0,5099.070524,80.30032321,16604.33333,28753.48679,49806,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,64,40,40.1501616,40.1501616,45,82,59.8,20.26573463,410.7,0,0,0,74.75,90,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
42650,22,1,6,6,6,6.0,0.0,6,6,6.0,0.0,545454.5455,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,45454.54545,45454.54545,6,6,6.0,0.0,0.0,0,0,1,9.0,6,126,237,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,196,2,46,23,23,23.0,0.0,23,23,23.0,0.0,469387.7551,20408.16327,65.33333333,30.03886372,100,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,40,40,10204.08163,10204.08163,23,23,23.0,0.0,0.0,0,0,0,28.75,46,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,1908967,2,12,6,6,6.0,0.0,0,0,0.0,0.0,6.286122285,1.0476870475,1908967.0,0.0,1908967,1908967,1908967,1908967.0,0.0,1908967,1908967,0,0.0,0.0,0,0,40,0,1.0476870475,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,63545,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,220,2,84,42,42,42.0,0.0,114,114,114.0,0.0,1418181.818,18181.81818,73.33333333,123.5691439,216,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,40,40,9090.909091,9090.909091,42,114,70.8,39.43602414,1555.2,0,0,0,88.5,84,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,114146711,43,58714,4213,6,1365.44186,1554.757251,218,6,67.83333333,97.38000436,542.8978151,0.797219641,1268296.789,2870024.075,9805772,1,114000000,2717778.833,3722976.533,9805772,46,114000000,2423882.702,3810492.383,11000000,1,860,960,0.376708182,0.420511459,6,4213,689.4565217,1243.717535,1546833.306,0,0,1,697.032967,58714,64240,65535,42,20,1979477.182,7200417,222819,8377022.182,9805772,5066084,Normal Traffic
53,446,1,48,48,48,48.0,0.0,108,108,108.0,0.0,349775.7848,4484.304933,446.0,0.0,446,446,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2242.152466,2242.152466,48,108,68.0,34.64101615,1200.0,0,0,0,102.0,48,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53231,110,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18181.81818,110.0,0.0,110,110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,9090.909091,9090.909091,0,0,0.0,0.0,0.0,0,0,1,0.0,0,64,32850,0,20,0.0,0,0,0.0,0,0,Normal Traffic
15003,74,2,4,2,2,2.0,0.0,6,6,6.0,0.0,216216.2162,54054.05405,24.66666667,1.527525232,26,23,48,48.0,0.0,48,48,49,49.0,0.0,49,49,48,40,27027.02703,27027.02703,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,202,2,88,44,44,44.0,0.0,60,60,60.0,0.0,1029702.97,19801.9802,67.33333333,30.89228598,103,49,49,49.0,0.0,49,49,50,50.0,0.0,50,50,40,40,9900.990099,9900.990099,44,60,50.4,8.76356092,76.8,0,0,0,63.0,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5256939,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7608990707,1752313.0,3014962.23996869,5233666,92,5256939,2628469.5,3684304.22294692,5233666,23273,0,0.0,0.0,0,0,104,40,0.570674303,0.1902247677,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,49705,1,55,55,55,55.0,0.0,108,108,108.0,0.0,3279.348154,40.23740066,49705.0,0.0,49705,49705,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,20.11870033,20.11870033,55,108,72.66666667,30.59956427,936.3333333,0,0,0,109.0,55,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5796849,8,698,517,0,87.25,178.6335035,1460,0,781.2857143,691.5168627,1063.853828,2.587612684,414060.6429,1226261.663,4649152,4,5796849,828121.2857,1696603.229,4649152,4,631821,105303.5,162426.8168,316033,48,172,152,1.380060098,1.207552586,0,1460,385.4375,580.1897355,336620.1292,0,1,0,411.1333333,698,8192,123,7,20,0.0,0,0,0.0,0,0,Normal Traffic
80,98859575,6,361,343,0,60.16666667,138.5906442,5792,0,1656.428571,2429.118623,120.9392211,0.131499655,8238297.917,28500000.0,98800000,1,98900000,19800000.0,44200000.0,98800000,1,98900000,16500000.0,40400000.0,98900000,49,164,232,0.060692148,0.070807507,0,5792,854.4285714,1850.303747,3423623.956,1,0,0,920.1538462,361,0,235,3,20,11979.0,11979,11979,98800000.0,98800000,98800000,DoS
53,250220,2,93,47,46,46.5,0.707106781,233,128,180.5,74.24621202,1814.403325,15.98593238,83406.66667,43583.89544,133528,54416,187944,187944.0,0.0,187944,187944,195804,195804.0,0.0,195804,195804,64,40,7.99296619,7.99296619,46,233,100.2,82.16872884,6751.7,0,0,0,125.25,93,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,48202723,20,816,341,0,40.8,94.87809353,2896,0,1266.9,921.5706787,542.5834553,0.829828639,1235967.256,7698144.324,48100000,1,48200000,2536985.421,11000000.0,48100000,1,97250,5118.421053,11895.20361,37230,1,652,648,0.414914319,0.414914319,0,2896,637.902439,891.0372833,793947.4402,0,1,0,653.85,816,65535,972,6,32,124540.0,124540,124540,48100000.0,48100000,48100000,Normal Traffic
53,228,2,86,43,43,43.0,0.0,139,139,139.0,0.0,1596491.228,17543.85965,76.0,91.27978966,178,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,40,40,8771.929825,8771.929825,43,139,81.4,52.58136552,2764.8,0,0,0,101.75,86,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,48371,2,72,36,36,36.0,0.0,52,52,52.0,0.0,3638.543756,82.69417626,16123.66667,27881.98604,48319,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,64,80,41.34708813,41.34708813,36,52,42.4,8.76356092,76.8,0,0,0,53.0,72,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,150,2,90,45,45,45.0,0.0,61,61,61.0,0.0,1413333.333,26666.66667,50.0,81.40638796,144,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,13333.33333,13333.33333,45,61,51.4,8.76356092,76.8,0,0,0,64.25,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
5560,85,2,4,2,2,2.0,0.0,6,6,6.0,0.0,188235.2941,47058.82353,28.33333333,14.15391583,37,12,49,49.0,0.0,49,49,48,48.0,0.0,48,48,48,40,23529.41176,23529.41176,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
80,85977043,7,328,328,0,46.85714286,123.9723471,5792,0,1932.5,2181.008184,138.6765535,0.151203153,7164753.583,24500000.0,85000000,2,86000000,14300000.0,34600000.0,85000000,2,6437,1287.4,2640.731016,6010,46,240,200,0.081417082,0.069786071,0,5792,851.6428571,1667.443165,2780366.709,0,0,1,917.1538462,328,251,235,1,32,5.0,5,5,85000000.0,85000000,85000000,DoS
80,313446,5,872,430,0,174.4,233.3426665,1768,0,445.0,882.0045351,8460.787504,28.71307976,39180.75,65845.96377,196846,55,280325,70081.25,85570.05065,196846,8845,276718,92239.33333,121410.5617,230022,932,112,92,15.95171098,12.76136878,0,1768,265.2,557.0216034,310273.0667,0,1,0,294.6666667,872,8192,946,4,20,0.0,0,0,0.0,0,0,Normal Traffic
53,191,2,92,46,46,46.0,0.0,124,124,124.0,0.0,1780104.712,20942.40838,63.66666667,108.5418506,189,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,10471.20419,10471.20419,46,124,77.2,42.72235949,1825.2,0,0,0,96.5,92,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,5798069,8,698,517,0,87.25,178.6335035,1460,0,602.6,709.1556952,640.0406756,2.242125784,483172.4167,1628747.559,5654836,49,5798069,828295.5714,2128492.298,5654836,49,59525,14881.25,16235.30963,29317,212,172,112,1.379769713,0.862356071,0,1460,265.0714286,490.5123639,240602.3791,0,1,0,285.4615385,698,8192,60,7,20,143184.0,143184,143184,5654836.0,5654836,5654836,Normal Traffic
80,98650836,8,716,358,0,89.5,165.7217979,5792,0,1932.5,2179.547086,124.7936713,0.141914662,7588525.846,27300000.0,98300000,3,98500000,14100000.0,37100000.0,98300000,3,365312,73062.4,104891.9828,227757,76,264,200,0.081094092,0.060820569,0,5792,820.7333333,1610.495597,2593696.067,0,0,1,879.3571429,716,274,235,2,32,488.0,488,488,98300000.0,98300000,98300000,DoS
53,23421,1,52,52,52,52.0,0.0,180,180,180.0,0.0,9905.640237,85.39345032,23421.0,0.0,23421,23421,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,42.69672516,42.69672516,52,180,94.66666667,73.90083446,5461.333333,0,0,0,142.0,52,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30759,2,78,39,39,39.0,0.0,136,136,136.0,0.0,11378.78345,130.0432394,10253.0,17715.43192,30709,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,64,40,65.02161969,65.02161969,39,136,77.8,53.12908808,2822.7,0,0,0,97.25,78,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,31263,4,136,34,34,34.0,0.0,127,127,127.0,0.0,12474.81048,191.9201612,6252.6,12256.17054,28041,3,28093,9364.333333,16174.48275,28041,4,3,3.0,0.0,3,3,128,40,127.9467741,63.97338707,34,127,60.57142857,45.37935339,2059.285714,0,0,0,70.66666667,136,-1,-1,3,32,0.0,0,0,0.0,0,0,Normal Traffic
80,104937,2,12,6,6,6.0,0.0,0,0,0.0,0.0,114.3543269,19.05905448,104937.0,0.0,104937,104937,104937,104937.0,0.0,104937,104937,0,0.0,0.0,0,0,40,0,19.05905448,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,256,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,145,2,88,44,44,44.0,0.0,100,100,100.0,0.0,1986206.897,27586.2069,48.33333333,78.51963661,139,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,13793.10345,13793.10345,44,100,66.4,30.67246322,940.8,0,0,0,83.0,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,60004,4,152,38,38,38.0,0.0,54,54,54.0,0.0,4333.044464,99.99333378,12000.8,16440.06909,30829,0,30832,10277.33333,17798.26549,30829,0,4,4.0,0.0,4,4,80,40,66.66222252,33.33111126,38,54,42.57142857,7.807200584,60.95238095,0,0,0,49.66666667,152,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,78263,1,41,41,41,41.0,0.0,150,150,150.0,0.0,2440.48912,25.5548599,78263.0,0.0,78263,78263,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,12.77742995,12.77742995,41,150,77.33333333,62.93117934,3960.333333,0,0,0,116.0,41,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5983251,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.668532876,1994417.0,3410636.231,5932573,140,5983251,2991625.5,4159127.841,5932573,50678,0,0.0,0.0,0,0,72,32,0.501399657,0.167133219,0,0,0.0,0.0,0.0,0,1,0,0.0,0,8192,26883,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,694029,13,1304,468,0,100.3076923,134.9582557,2760,2,453.375,944.4299774,7104.89043,30.25810161,34701.45,84756.63949,358560,7,694029,57835.75,106128.1814,358560,48,589963,84280.42857,171023.5355,462125,162,272,164,18.73120576,11.52689585,0,2760,224.1363636,582.7756487,339627.4567,0,1,0,234.8095238,1304,8192,17688,12,20,0.0,0,0,0.0,0,0,Normal Traffic
